timestamp,ped_id,x,y
0.6022105263157894,1.0,414.0628356933594,188.64454650878903
0.7226526315789473,1.0,404.0331726074219,192.28793334960935
0.8029473684210526,1.0,398.2381286621094,193.4250946044922
0.9233894736842104,1.0,387.1645202636719,200.7267608642578
1.0036842105263155,1.0,388.8344421386719,196.6152191162109
1.2044210526315788,1.0,323.8335266113281,221.8777618408203
1.3248631578947367,1.0,308.59820556640625,215.8863067626953
1.4051578947368422,1.0,271.2624816894531,224.6184844970703
1.5256,1.0,265.0882873535156,219.41619873046875
1.6058947368421053,1.0,248.24172973632807,223.89093017578125
1.7263368421052632,1.0,218.55056762695312,226.6766815185547
1.8066315789473684,1.0,206.21783447265625,236.35992431640625
1.9270736842105265,1.0,186.4781494140625,237.9894561767578
2.0073684210526315,1.0,160.4850616455078,241.94195556640625
2.1278105263157894,1.0,135.17222595214844,241.94664001464844
2.208105263157895,1.0,129.43626403808594,243.86029052734372
2.3285473684210527,1.0,102.59689331054688,250.8800201416016
2.4088421052631577,1.0,102.61865234375,246.97564697265625
2.529284210526316,1.0,83.72846221923828,249.53167724609372
2.609578947368421,1.0,77.22931671142578,247.2143096923828
2.730021052631579,1.0,67.9776611328125,250.9978179931641
2.8103157894736843,1.0,62.00445938110352,246.6119842529297
2.9307578947368422,1.0,51.50096893310547,246.8041839599609
3.011052631578947,1.0,40.000484466552734,253.259765625
3.131494736842105,1.0,33.79336929321289,256.2195739746094
3.2117894736842105,1.0,31.244874954223636,255.7528381347656
3.3322315789473684,1.0,24.00057983398437,256.81646728515625
3.4125263157894734,1.0,23.604419708251957,258.0906066894531
3.5329684210526318,1.0,19.83258056640625,259.8002624511719
3.6132631578947367,1.0,18.784135818481445,261.8983154296875
